Date,ISPO
"Sep 08, 2023",1.6600
"Sep 07, 2023",1.6100
"Sep 06, 2023",2.0400
"Sep 05, 2023",2.3000
"Sep 01, 2023",2.1500
"Aug 31, 2023",1.8600
"Aug 30, 2023",1.9200
"Aug 29, 2023",1.6460
"Aug 28, 2023",1.5400
"Aug 25, 2023",1.6450
"Aug 24, 2023",1.8300
"Aug 23, 2023",1.8300
"Aug 22, 2023",2.1100
"Aug 21, 2023",2.2600
"Aug 18, 2023",2.1000
"Aug 17, 2023",3.4200
"Aug 16, 2023",3.7500
"Aug 15, 2023",4.9800
"Jan 04, 2024",3.4600
"Jan 03, 2024",3.4500
"Jan 02, 2024",3.4100
"Dec 29, 2023",3.2500
"Dec 28, 2023",3.5200
"Dec 27, 2023",3.5100
"Dec 26, 2023",3.3000
"Dec 22, 2023",3.0600
"Dec 21, 2023",3.0500
"Dec 20, 2023",3.2000
"Dec 19, 2023",3.0500
"Dec 18, 2023",3.2400
"Dec 15, 2023",3.1800
"Dec 14, 2023",3.2800
"Dec 13, 2023",3.1100
"Dec 12, 2023",3.0100
"Dec 11, 2023",3.5200
"Dec 08, 2023",3.7500
"Dec 07, 2023",3.6900
"Dec 06, 2023",3.7000
"Dec 05, 2023",3.7300
"Dec 04, 2023",3.7100
"Dec 01, 2023",3.4900
"Nov 30, 2023",3.6300
"Nov 29, 2023",3.7000
"Nov 28, 2023",3.6900
"Nov 27, 2023",3.7000
"Nov 24, 2023",3.7900
"Nov 22, 2023",3.4100
"Nov 21, 2023",3.4000
"Nov 20, 2023",3.4500
"Nov 17, 2023",3.3100
"Nov 16, 2023",3.3500
"Nov 15, 2023",3.1750
"Nov 14, 2023",2.9700
"Nov 13, 2023",3.0000
"Nov 10, 2023",2.6000
"Nov 09, 2023",2.7300
"Nov 08, 2023",2.8000
"Nov 07, 2023",2.8600
"Nov 06, 2023",2.9000
"Nov 03, 2023",3.2100
"Nov 02, 2023",2.6400
"Nov 01, 2023",2.5800
"Oct 31, 2023",2.6200
"Oct 30, 2023",2.7400
"Oct 27, 2023",2.7900
"Oct 26, 2023",2.6500
"Oct 25, 2023",2.6500
"Oct 24, 2023",2.6100
"Oct 23, 2023",2.7700
"Oct 20, 2023",2.8000
"Oct 19, 2023",2.6300
"Oct 18, 2023",2.3800
"Oct 17, 2023",2.7500
"Oct 16, 2023",2.8600
"Oct 13, 2023",2.8200
"Oct 12, 2023",2.8600
"Oct 11, 2023",2.9900
"Oct 10, 2023",4.5000
"Oct 09, 2023",4.5900
"Oct 06, 2023",4.5600
"Oct 05, 2023",4.1400
"Oct 04, 2023",5.1000
"Oct 03, 2023",5.7100
"Oct 02, 2023",5.8700
"Sep 29, 2023",5.8200
"Sep 28, 2023",5.8700
"Sep 27, 2023",6.2700
"Sep 26, 2023",6.2100
"Sep 25, 2023",6.0000
"Sep 22, 2023",6.0600
"Sep 21, 2023",5.9700
"Sep 20, 2023",6.2200
"Sep 19, 2023",6.3600
"Sep 18, 2023",6.6000
"Sep 15, 2023",6.8000
"Sep 14, 2023",7.1300
"Sep 13, 2023",6.8500
"Sep 12, 2023",6.7700
"Sep 11, 2023",7.0000
"Sep 08, 2023",6.7000
"Sep 07, 2023",7.2400
"Sep 06, 2023",7.3900
"Sep 05, 2023",7.3600
"Sep 01, 2023",7.2900
"Aug 31, 2023",7.5200
"Aug 30, 2023",7.9200
"Aug 29, 2023",7.7200
"Aug 28, 2023",7.6300
"Aug 25, 2023",7.7250
"Aug 24, 2023",7.8400
"Aug 23, 2023",7.9700
"Aug 22, 2023",7.5600
"Aug 21, 2023",7.6200
"Aug 18, 2023",7.2900
"Aug 17, 2023",7.5500
"Aug 16, 2023",7.7200
"Aug 15, 2023",8.0000
"Aug 14, 2023",8.4700
